Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,Inter Crop,price,Season,Land Size,Previous Crop,Crop Rotation Score,N,P,K,pH,Fertilizer,Soil Health Score
2004,Raichur,5127,2996.6,27,Red,Basin,42915,54,Coconut,Pepper,4847,Rabi,3,Cocoa,2,160,14.6,189.6,5.81,MOP (Muriate of Potash),6.38
2004,Raichur,5127,2996.6,27,Red,Basin,42915,54,Coconut,Cocoa,4847,Rabi,3,Cocoa,2,174.8,13.6,178.1,6.34,MOP (Muriate of Potash),6.8
2004,Raichur,5127,2996.6,27,Red,Basin,42915,54,Coconut,Banana,4847,Rabi,3,Ginger,2,177,10.9,199.1,5.97,MOP (Muriate of Potash),6.42
2004,Raichur,5127,2996.6,27,Red,Basin,42915,54,Coconut,Ginger,4847,Rabi,3,Ginger,2,188.7,10.9,173.2,6.11,MOP (Muriate of Potash),6.38
2004,Raichur,5127,2996.6,27,Red,Basin,42915,54,Coconut,Cardamum,4847,Rabi,3,Paddy,1,167.7,12.7,166.3,6.19,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.27
2004,Raichur,5174,3522.8,27.2,Red,Basin,9230,54.5,Coconut,Pepper,51239,Rabi,3,Ginger,2,186.5,10.4,194.8,5.93,MOP (Muriate of Potash),6.41
2004,Raichur,5174,3522.8,27.2,Red,Basin,9230,54.5,Coconut,Cocoa,51239,Rabi,3,Coffee,2,169,14,178.8,6.15,MOP (Muriate of Potash),6.78
2004,Raichur,5174,3522.8,27.2,Red,Basin,9230,54.5,Coconut,Banana,51239,Rabi,3,Coffee,2,165.1,14.8,184.7,5.89,MOP (Muriate of Potash),6.47
2004,Raichur,5174,3522.8,27.2,Red,Basin,9230,54.5,Coconut,Ginger,51239,Rabi,3,Groundnut,1,175,14.9,182.7,5.88,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.56
2004,Raichur,5174,3522.8,27.2,Red,Basin,9230,54.5,Coconut,Cardamum,51239,Rabi,3,Tea,1,174.9,11.5,180.7,6.39,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.34
2004,Raichur,5294,3522.8,27.2,Red,Basin,44313,56.6,Coconut,Pepper,216396,Rabi,3,Ginger,2,177.5,12.6,196.2,6.2,MOP (Muriate of Potash),6.56
2004,Raichur,5294,3522.8,27.2,Red,Basin,44313,56.6,Coconut,Cocoa,216396,Rabi,3,Pepper,1,182.6,11.6,184.3,6.2,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.75
2004,Raichur,5294,3522.8,27.2,Red,Basin,44313,56.6,Coconut,Banana,216396,Rabi,3,Blackgram,1,175.9,15.9,195.3,6.32,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.82
2004,Raichur,5294,3522.8,27.2,Red,Basin,44313,56.6,Coconut,Ginger,216396,Rabi,3,Blackgram,1,181.5,12.8,167.4,6.01,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.42
2004,Raichur,5294,3522.8,27.2,Red,Basin,44313,56.6,Coconut,Cardamum,216396,Rabi,3,Groundnut,1,191,12.7,195.3,5.9,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.63
2004,Raichur,5474,3522.8,27.2,Red,Basin,45820,55.5,Coconut,Pepper,2644,Rabi,3,Cashew,1,180.3,13.9,180.7,6.42,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.59
2004,Raichur,5474,3522.8,27.2,Red,Basin,45820,55.5,Coconut,Cocoa,2644,Rabi,3,Cotton,1,199.6,10.7,165.2,5.89,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.64
2004,Raichur,5474,3522.8,27.2,Red,Basin,45820,55.5,Coconut,Banana,2644,Rabi,3,Paddy,1,187.2,12.2,189.3,6.08,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.58
2004,Raichur,5474,3522.8,27.2,Red,Basin,45820,55.5,Coconut,Ginger,2644,Rabi,3,Pepper,1,185.1,14.6,181.9,6.18,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.71
2004,Raichur,5474,3522.8,27.2,Red,Basin,45820,55.5,Coconut,Cardamum,2644,Rabi,3,Groundnut,1,163.5,12.5,181.8,6.12,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.32
2004,Raichur,5864,3729.8,27,Red,Basin,49084,58.5,Coconut,Pepper,44235,Rabi,3,Blackgram,1,196,15.4,192.9,6.06,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.96
2004,Raichur,5864,3729.8,27,Red,Basin,49084,58.5,Coconut,Cocoa,44235,Rabi,3,Coffee,2,188.7,12.4,169.3,6.04,MOP (Muriate of Potash),6.77
2004,Raichur,5864,3729.8,27,Red,Basin,49084,58.5,Coconut,Banana,44235,Rabi,3,Ginger,2,162.8,12,178.4,6.47,MOP (Muriate of Potash),6.24
2004,Raichur,5864,3729.8,27,Red,Basin,49084,58.5,Coconut,Ginger,44235,Rabi,3,Groundnut,1,172.5,15.4,169.2,5.93,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.52
2004,Raichur,5864,3729.8,27,Red,Basin,49084,58.5,Coconut,Cardamum,44235,Rabi,3,Pepper,1,180.8,14,161.8,5.95,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.44
2004,Raichur,7028,3729.8,27,Red,Basin,86311,59.5,Coconut,Pepper,203317,Rabi,3,Arecanut,1,178.2,12,188.5,6.16,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.47
2004,Raichur,7028,3729.8,27,Red,Basin,86311,59.5,Coconut,Cocoa,203317,Rabi,3,Coffee,2,166.4,15.4,171.7,6.31,MOP (Muriate of Potash),6.82
2004,Raichur,7028,3729.8,27,Red,Basin,86311,59.5,Coconut,Banana,203317,Rabi,3,Coffee,2,191.2,15.8,179.9,6.23,MOP (Muriate of Potash),6.86
2004,Raichur,7028,3729.8,27,Red,Basin,86311,59.5,Coconut,Ginger,203317,Rabi,3,Arecanut,1,173.4,14.1,178.5,6.11,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.53
2004,Raichur,7028,3729.8,27,Red,Basin,86311,59.5,Coconut,Cardamum,203317,Rabi,3,Cocoa,2,194.2,10.3,195.3,6.4,MOP (Muriate of Potash),6.53
2004,Raichur,7403,3729.8,27,Red,Basin,57642,55,Coconut,Pepper,2134,Rabi,3,Ginger,2,180.3,12.9,174.5,6.5,MOP (Muriate of Potash),6.47
2004,Raichur,7403,3729.8,27,Red,Basin,57642,55,Coconut,Cocoa,2134,Rabi,3,Ginger,2,164.4,13.5,187.3,6.45,MOP (Muriate of Potash),6.75
2004,Raichur,7403,3729.8,27,Red,Basin,57642,55,Coconut,Banana,2134,Rabi,3,Ginger,2,191.2,13.9,164.7,6.06,MOP (Muriate of Potash),6.59
2004,Raichur,7403,3729.8,27,Red,Basin,57642,55,Coconut,Ginger,2134,Rabi,3,Paddy,1,165.6,15.3,190,6.33,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.63
2004,Raichur,7403,3729.8,27,Red,Basin,57642,55,Coconut,Cardamum,2134,Rabi,3,Cotton,1,186.1,13,166,6.03,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.48
2004,Raichur,7501,2746.2,27,Red,Basin,58405,53,Coconut,Pepper,45186,Rabi,3,Cardamum,2,165.5,14.3,166.4,6.29,MOP (Muriate of Potash),6.38
2004,Raichur,7501,2746.2,27,Red,Basin,58405,53,Coconut,Cocoa,45186,Rabi,3,Cardamum,2,187.7,12.8,165.4,6.02,MOP (Muriate of Potash),6.77
2004,Raichur,7501,2746.2,27,Red,Basin,58405,53,Coconut,Banana,45186,Rabi,3,Cashew,1,172.8,14.2,164.5,6.38,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.43
2004,Raichur,7501,2746.2,27,Red,Basin,58405,53,Coconut,Ginger,45186,Rabi,3,Cocoa,2,190.4,11.1,188.8,6.27,MOP (Muriate of Potash),6.52
2004,Raichur,7501,2746.2,27,Red,Basin,58405,53,Coconut,Cardamum,45186,Rabi,3,Coffee,2,189.9,11.1,166.3,5.97,MOP (Muriate of Potash),6.34
2004,Raichur,7714,2746.2,27,Red,Basin,60751,53.5,Coconut,Pepper,238542,Rabi,3,Cocoa,2,174.6,14.8,189.5,6.45,MOP (Muriate of Potash),6.67
2004,Raichur,7714,2746.2,27,Red,Basin,60751,53.5,Coconut,Cocoa,238542,Rabi,3,Ginger,2,162.3,10.1,188,6,MOP (Muriate of Potash),6.45
2004,Raichur,7714,2746.2,27,Red,Basin,60751,53.5,Coconut,Banana,238542,Rabi,3,Ginger,2,173.4,13.3,164.1,6.25,MOP (Muriate of Potash),6.36
2004,Raichur,7714,2746.2,27,Red,Basin,60751,53.5,Coconut,Ginger,238542,Rabi,3,Cocoa,2,173,13.8,193.4,5.92,MOP (Muriate of Potash),6.55
2004,Raichur,7714,2746.2,27,Red,Basin,60751,53.5,Coconut,Cardamum,238542,Rabi,3,Cocoa,2,197.2,13.2,196.9,5.95,MOP (Muriate of Potash),6.78
2004,Raichur,7856,2746.2,27,Red,Basin,109506,52.5,Coconut,Pepper,1516,Rabi,3,Arecanut,1,184.2,12.4,191,6.22,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.58
2004,Raichur,7856,2746.2,27,Red,Basin,109506,52.5,Coconut,Cocoa,1516,Rabi,3,Cardamum,2,179.8,15.5,175.1,5.95,MOP (Muriate of Potash),6.95
2004,Raichur,7856,2746.2,27,Red,Basin,109506,52.5,Coconut,Banana,1516,Rabi,3,Cashew,1,184.3,13.7,177.6,6.14,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.6
2004,Raichur,7856,2746.2,27,Red,Basin,109506,52.5,Coconut,Ginger,1516,Rabi,3,Coffee,2,198.4,14.4,164.4,5.95,MOP (Muriate of Potash),6.67
2004,Raichur,7856,2746.2,27,Red,Basin,109506,52.5,Coconut,Cardamum,1516,Rabi,3,Groundnut,1,199,14.4,196.6,6.01,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.93
2004,Raichur,32,3360,27.2,Red,Basin,114,56,Coconut,Pepper,57259,Rabi,3,Cocoa,2,189.7,14.3,171.8,6.19,MOP (Muriate of Potash),6.66
2004,Raichur,32,3360,27.2,Red,Basin,114,56,Coconut,Cocoa,57259,Rabi,3,Arecanut,1,185.1,12.9,193.1,6.38,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.94
2004,Raichur,32,3360,27.2,Red,Basin,114,56,Coconut,Banana,57259,Rabi,3,Cardamum,2,194,14.8,179.5,6.07,MOP (Muriate of Potash),6.8
2004,Raichur,32,3360,27.2,Red,Basin,114,56,Coconut,Ginger,57259,Rabi,3,Cocoa,2,193.3,12.9,169.9,6.16,MOP (Muriate of Potash),6.57
2004,Raichur,32,3360,27.2,Red,Basin,114,56,Coconut,Cardamum,57259,Rabi,3,Coffee,2,165.7,14.1,173.4,5.98,MOP (Muriate of Potash),6.4
2004,Raichur,1,3360,27.2,Red,Basin,3,57,Coconut,Pepper,234779,Rabi,3,Ginger,2,198.3,14.7,191.5,6.24,MOP (Muriate of Potash),6.91
2004,Raichur,1,3360,27.2,Red,Basin,3,57,Coconut,Cocoa,234779,Rabi,3,Arecanut,1,193.6,14.6,184,6.47,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.11
2004,Raichur,1,3360,27.2,Red,Basin,3,57,Coconut,Banana,234779,Rabi,3,Paddy,1,167.7,15.7,176.1,6.17,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.59
2004,Raichur,1,3360,27.2,Red,Basin,3,57,Coconut,Ginger,234779,Rabi,3,Paddy,1,164.9,13.2,184.4,6.5,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.41
2004,Raichur,1,3360,27.2,Red,Basin,3,57,Coconut,Cardamum,234779,Rabi,3,Ginger,2,199,15.8,173.9,6.49,MOP (Muriate of Potash),6.89
2004,Raichur,30,3360,27.2,Red,Basin,95,57.5,Coconut,Pepper,1493,Rabi,3,Cardamum,2,178.2,15.1,168.7,6.15,MOP (Muriate of Potash),6.59
2004,Raichur,30,3360,27.2,Red,Basin,95,57.5,Coconut,Cocoa,1493,Rabi,3,Arecanut,1,198.6,15.7,187.3,6.36,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.27
2004,Raichur,30,3360,27.2,Red,Basin,95,57.5,Coconut,Banana,1493,Rabi,3,Cashew,1,167.1,14.3,184.7,5.86,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.43
2004,Raichur,30,3360,27.2,Red,Basin,95,57.5,Coconut,Ginger,1493,Rabi,3,Paddy,1,164.5,10.7,189,5.9,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.16
2004,Raichur,30,3360,27.2,Red,Basin,95,57.5,Coconut,Cardamum,1493,Rabi,3,Cashew,1,178.7,12.1,182,6.29,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.44
2004,Raichur,6709,2996.6,131,Red ,Drip,792,57,Coconut,Pepper,200000,Rabi,3,Cashew,1,187.4,13.1,178.6,6.08,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.58
2004,Raichur,6709,2996.6,131,Red ,Drip,792,57,Coconut,Cocoa,200000,Rabi,3,Arecanut,1,194.5,12,170.4,6.32,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.81
2004,Raichur,6709,2996.6,131,Red ,Drip,792,57,Coconut,Banana,200000,Rabi,3,Paddy,1,174.4,15.1,173.1,6.29,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.58
2004,Raichur,6709,2996.6,131,Red ,Drip,792,57,Coconut,Ginger,200000,Rabi,3,Cocoa,2,161.8,12.3,173.7,6.37,MOP (Muriate of Potash),6.23
2004,Raichur,6709,2996.6,131,Red ,Drip,792,57,Coconut,Cardamum,200000,Rabi,3,Arecanut,1,198.7,12.8,193,6.29,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.77
2004,Raichur,6186,2996.6,132,Red ,Drip,34153,57.5,Coconut,Pepper,4847,Rabi,3,Coffee,2,198.7,14.9,163.1,6.3,MOP (Muriate of Potash),6.74
2004,Raichur,6186,2996.6,132,Red ,Drip,34153,57.5,Coconut,Cocoa,4847,Rabi,3,Paddy,1,181.4,10.1,170.1,6.45,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.52
2004,Raichur,6186,2996.6,132,Red ,Drip,34153,57.5,Coconut,Banana,4847,Rabi,3,Cardamum,2,197,14.8,199.3,6.36,MOP (Muriate of Potash),6.96
2004,Raichur,6186,2996.6,132,Red ,Drip,34153,57.5,Coconut,Ginger,4847,Rabi,3,Tea,1,160.4,11.7,161.2,5.87,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.99
2004,Raichur,6186,2996.6,132,Red ,Drip,34153,57.5,Coconut,Cardamum,4847,Rabi,3,Cocoa,2,168.8,13,193.9,6.4,MOP (Muriate of Potash),6.49
2004,Raichur,6503,2996.6,133,Red ,Drip,132551,57,Coconut,Pepper,51239,Rabi,3,Cocoa,2,184.6,15.6,180,6.42,MOP (Muriate of Potash),6.77
2004,Raichur,6503,2996.6,133,Red ,Drip,132551,57,Coconut,Cocoa,51239,Rabi,3,Pepper,1,178.2,11.7,196.7,6.07,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.8
2004,Raichur,6503,2996.6,133,Red ,Drip,132551,57,Coconut,Banana,51239,Rabi,3,Coffee,2,180.1,12,186.5,6.5,MOP (Muriate of Potash),6.47
2004,Raichur,6503,2996.6,133,Red ,Drip,132551,57,Coconut,Ginger,51239,Rabi,3,Ginger,2,161,15.4,160.2,6.05,MOP (Muriate of Potash),6.39
2004,Raichur,6503,2996.6,133,Red ,Drip,132551,57,Coconut,Cardamum,51239,Rabi,3,Pepper,1,166.7,14.5,162,6.19,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.38
2004,Raichur,5220,3522.8,134,Red ,Drip,338,55,Coconut,Pepper,216396,Rabi,3,Pepper,1,171.8,10.8,190.9,5.95,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.29
2004,Raichur,5220,3522.8,134,Red ,Drip,338,55,Coconut,Cocoa,216396,Rabi,3,Coffee,2,168.9,11.7,183.5,6.26,MOP (Muriate of Potash),6.62
2004,Raichur,5220,3522.8,134,Red ,Drip,338,55,Coconut,Banana,216396,Rabi,3,Coffee,2,160.7,11.5,177.2,6.03,MOP (Muriate of Potash),6.17
2004,Raichur,5220,3522.8,134,Red ,Drip,338,55,Coconut,Ginger,216396,Rabi,3,Groundnut,1,195.4,14.7,185,6.04,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.84
2004,Raichur,5220,3522.8,134,Red ,Drip,338,55,Coconut,Cardamum,216396,Rabi,3,Cocoa,2,188,15.1,183.8,6.35,MOP (Muriate of Potash),6.79
2004,Raichur,4677,3522.8,135,Red ,Drip,22966,56,Coconut,Pepper,2644,Rabi,3,Coffee,2,190,13.4,172.5,6.32,MOP (Muriate of Potash),6.59
2004,Raichur,4677,3522.8,135,Red ,Drip,22966,56,Coconut,Cocoa,2644,Rabi,3,Coffee,2,168.3,14.7,192.2,6.38,MOP (Muriate of Potash),6.92
2004,Raichur,4677,3522.8,135,Red ,Drip,22966,56,Coconut,Banana,2644,Rabi,3,Arecanut,1,178.9,11.2,164,6.32,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.24
2004,Raichur,4677,3522.8,135,Red ,Drip,22966,56,Coconut,Ginger,2644,Rabi,3,Coffee,2,195.5,13.9,165.8,6.45,MOP (Muriate of Potash),6.64
2004,Raichur,4677,3522.8,135,Red ,Drip,22966,56,Coconut,Cardamum,2644,Rabi,3,Cocoa,2,199.6,12.6,183.8,6.34,MOP (Muriate of Potash),6.7
2004,Raichur,4803,3522.8,136,Alluvial,Drip,131763,54,Coconut,Pepper,44235,Rabi,3,Tea,1,249.5,27.7,205.7,6.91,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.3
2004,Raichur,4803,3522.8,136,Alluvial,Drip,131763,54,Coconut,Cocoa,44235,Rabi,3,Groundnut,1,247.7,27.1,243.7,7.18,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.7
2004,Raichur,4803,3522.8,136,Alluvial,Drip,131763,54,Coconut,Banana,44235,Rabi,3,Ginger,2,240.5,26.6,221.4,6.8,MOP (Muriate of Potash),7.4
2004,Raichur,4803,3522.8,136,Alluvial,Drip,131763,54,Coconut,Ginger,44235,Rabi,3,Ginger,2,230.1,26.5,249.3,6.68,MOP (Muriate of Potash),7.4
2004,Raichur,4803,3522.8,136,Alluvial,Drip,131763,54,Coconut,Cardamum,44235,Rabi,3,Arecanut,1,222.2,26.5,231,7.17,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2004,Raichur,3739,3729.8,137,Alluvial,Drip,404,58,Coconut,Pepper,203317,Rabi,3,Blackgram,1,230.1,20.6,224.6,6.56,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2004,Raichur,3739,3729.8,137,Alluvial,Drip,404,58,Coconut,Cocoa,203317,Rabi,3,Cocoa,2,230.5,21,211.2,6.57,MOP (Muriate of Potash),7.64
2004,Raichur,3739,3729.8,137,Alluvial,Drip,404,58,Coconut,Banana,203317,Rabi,3,Cocoa,2,258.2,22.2,222.2,7.13,MOP (Muriate of Potash),7.4
2004,Raichur,3739,3729.8,137,Alluvial,Drip,404,58,Coconut,Ginger,203317,Rabi,3,Coffee,2,247.1,24.9,235.3,7.08,MOP (Muriate of Potash),7.4
2004,Raichur,3739,3729.8,137,Alluvial,Drip,404,58,Coconut,Cardamum,203317,Rabi,3,Cashew,1,255.1,25.1,244.5,6.87,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2004,Raichur,3529,3729.8,138,Alluvial,Drip,24184,58,Coconut,Pepper,2134,Rabi,3,Tea,1,231.1,27,227.1,7.13,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2004,Raichur,3529,3729.8,138,Alluvial,Drip,24184,58,Coconut,Cocoa,2134,Rabi,3,Cardamum,2,221.6,23.2,247.4,6.67,MOP (Muriate of Potash),7.7
2004,Raichur,3529,3729.8,138,Alluvial,Drip,24184,58,Coconut,Banana,2134,Rabi,3,Paddy,1,257.7,27.6,244.1,6.89,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2004,Raichur,3529,3729.8,138,Alluvial,Drip,24184,58,Coconut,Ginger,2134,Rabi,3,Ginger,2,245.9,27,238.8,6.94,MOP (Muriate of Potash),7.4
2004,Raichur,3529,3729.8,138,Alluvial,Drip,24184,58,Coconut,Cardamum,2134,Rabi,3,Cotton,1,259.3,25.5,248.8,6.54,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2004,Raichur,3649,3729.8,139,Alluvial,Drip,124387,59,Coconut,Pepper,45186,Rabi,3,Paddy,1,225.6,23.6,219.2,7.05,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.39
2004,Raichur,3649,3729.8,139,Alluvial,Drip,124387,59,Coconut,Cocoa,45186,Rabi,3,Ginger,2,226.4,27.8,215.8,6.8,MOP (Muriate of Potash),7.67
2004,Raichur,3649,3729.8,139,Alluvial,Drip,124387,59,Coconut,Banana,45186,Rabi,3,Blackgram,1,231,24.6,202.9,6.6,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.28
2004,Raichur,3649,3729.8,139,Alluvial,Drip,124387,59,Coconut,Ginger,45186,Rabi,3,Arecanut,1,249.8,21.5,211.8,7.06,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.34
2004,Raichur,3649,3729.8,139,Alluvial,Drip,124387,59,Coconut,Cardamum,45186,Rabi,3,Coffee,2,223.7,23.5,201.2,6.74,MOP (Muriate of Potash),7.27
2004,Raichur,7,3605.4,146,Alluvial,Drip,316,57,Coconut,Pepper,249978,Rabi,3,Ginger,2,248,20.7,244.4,7.14,MOP (Muriate of Potash),7.4
2004,Raichur,7,3605.4,146,Alluvial,Drip,316,57,Coconut,Cocoa,249978,Rabi,3,Cocoa,2,224.2,27.9,214.9,6.56,MOP (Muriate of Potash),7.67
2004,Raichur,7,3605.4,146,Alluvial,Drip,316,57,Coconut,Banana,249978,Rabi,3,Paddy,1,220.2,23.3,231.5,6.73,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2004,Raichur,7,3605.4,146,Alluvial,Drip,316,57,Coconut,Ginger,249978,Rabi,3,Coffee,2,253.5,25.7,217.5,7.01,MOP (Muriate of Potash),7.38
2004,Raichur,7,3605.4,146,Alluvial,Drip,316,57,Coconut,Cardamum,249978,Rabi,3,Groundnut,1,257.6,20.7,215.3,6.82,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.37
2004,Raichur,51353,236,27.2,Sandy loam,Spray,3961,54,Coconut,Pepper,2134,Rabi,3,Ginger,2,179.9,17.3,192,6.73,MOP (Muriate of Potash),6.95
2004,Raichur,51353,236,27.2,Sandy loam,Spray,3961,54,Coconut,Cocoa,2134,Rabi,3,Paddy,1,185.8,17.5,184.6,6.58,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.27
2004,Raichur,51353,236,27.2,Sandy loam,Spray,3961,54,Coconut,Banana,2134,Rabi,3,Cashew,1,174.2,16.9,216.9,6.58,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.03
2004,Raichur,51353,236,27.2,Sandy loam,Spray,3961,54,Coconut,Ginger,2134,Rabi,3,Tea,1,160.6,16.6,212.8,6.82,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.84
2004,Raichur,51353,236,27.2,Sandy loam,Spray,3961,54,Coconut,Cardamum,2134,Rabi,3,Cardamum,2,180.5,15.5,198.6,6.65,MOP (Muriate of Potash),6.85
2004,Raichur,142,2903.1,27,Sandy loam,Spray,4247,58,Coconut,Pepper,45186,Rabi,3,Cocoa,2,200,17.9,207.8,6.59,MOP (Muriate of Potash),7.31
2004,Raichur,142,2903.1,27,Sandy loam,Spray,4247,58,Coconut,Cocoa,45186,Rabi,3,Arecanut,1,174.2,18.9,199.8,7,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.3
2004,Raichur,142,2903.1,27,Sandy loam,Spray,4247,58,Coconut,Banana,45186,Rabi,3,Cashew,1,178.3,14.4,207.3,6.24,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.8
2004,Raichur,142,2903.1,27,Sandy loam,Spray,4247,58,Coconut,Ginger,45186,Rabi,3,Cardamum,2,170,16.1,209.6,6.6,MOP (Muriate of Potash),6.87
2004,Raichur,142,2903.1,27,Sandy loam,Spray,4247,58,Coconut,Cardamum,45186,Rabi,3,Cocoa,2,161.1,17.7,196.5,6.94,MOP (Muriate of Potash),6.83
2004,Raichur,10505,2903.1,27,Sandy loam,Spray,3290,58,Coconut,Pepper,238542,Rabi,3,Cotton,1,180,18.3,188.8,6.81,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.99
2004,Raichur,10505,2903.1,27,Sandy loam,Spray,3290,58,Coconut,Cocoa,238542,Rabi,3,Cardamum,2,188.8,19.4,181.4,6.56,MOP (Muriate of Potash),7.32
2004,Raichur,10505,2903.1,27,Sandy loam,Spray,3290,58,Coconut,Banana,238542,Rabi,3,Groundnut,1,187.2,14.6,196.4,6.95,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.83
2004,Raichur,10505,2903.1,27,Sandy loam,Spray,3290,58,Coconut,Ginger,238542,Rabi,3,Ginger,2,177.4,19.9,182.3,6.77,MOP (Muriate of Potash),6.92
2004,Raichur,10505,2903.1,27,Sandy loam,Spray,3290,58,Coconut,Cardamum,238542,Rabi,3,Cotton,1,183.2,17,218.8,6.3,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.14
2004,Raichur,51040,2903.1,27,Sandy loam,Spray,3138,59,Coconut,Pepper,1516,Rabi,3,Coffee,2,195.8,18.1,190.4,6.92,MOP (Muriate of Potash),7.16
2004,Raichur,51040,2903.1,27,Sandy loam,Spray,3138,59,Coconut,Cocoa,1516,Rabi,3,Pepper,1,177.2,18.9,195.6,6.88,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.31
2004,Raichur,51040,2903.1,27,Sandy loam,Spray,3138,59,Coconut,Banana,1516,Rabi,3,Groundnut,1,185.5,14.8,206,6.35,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.89
2004,Raichur,51040,2903.1,27,Sandy loam,Spray,3138,59,Coconut,Ginger,1516,Rabi,3,Cashew,1,176.5,15,180.9,6.37,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.65
2004,Raichur,51040,2903.1,27,Sandy loam,Spray,3138,59,Coconut,Cardamum,1516,Rabi,3,Ginger,2,181.5,16.9,200.1,6.4,MOP (Muriate of Potash),6.99
2004,Raichur,154,2996.6,27,Sandy loam,Spray,3423,50,Coconut,Pepper,57259,Rabi,3,Tea,1,187.4,18.2,194.3,6.9,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.1
2004,Raichur,154,2996.6,27,Sandy loam,Spray,3423,50,Coconut,Cocoa,57259,Rabi,3,Coffee,2,185.8,18.3,191.1,6.2,MOP (Muriate of Potash),7.36
2004,Raichur,154,2996.6,27,Sandy loam,Spray,3423,50,Coconut,Banana,57259,Rabi,3,Pepper,1,194.6,18.9,184.9,6.5,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.11
2004,Raichur,154,2996.6,27,Sandy loam,Spray,3423,50,Coconut,Ginger,57259,Rabi,3,Paddy,1,186.5,17.9,214.4,6.31,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.22
2004,Raichur,154,2996.6,27,Sandy loam,Spray,3423,50,Coconut,Cardamum,57259,Rabi,3,Blackgram,1,177.2,14.6,195.6,6.21,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.72
